LABTYPE,RPTAGGR,YYYY,PERIOD,DRUG_REPORTS,QUERY_RUN_DATE,SUBSTANCE_ID,SUBSTANCE_DESCRIPTION,BASE_ID,BASE_DESCRIPTION,DRUG_CATEGORY_CODE,DRUG_CATEGORY_DESCRIPTION,STATE,STATE_LONG_NAME,STATE_FIPS
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA2 (JUL - DEC)","1","2023-06-06 13:44:32","1547","XYLAZINE","1547","Xylazine","2","Depressants and Tranquilizers","TN","Tennessee","47"
"Local/Municipal,State,Federal,Private","DrugReport  ","2006","SA2 (JUL - DEC)","1","2023-06-06 13:44:32","1507","FENTANYL, OTHER","1504","Fentanyl","33","Fentanyl and Fentanyl-related","OH","Ohio","39"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA1 (JAN - JUN)","2","2023-06-06 13:44:32","1279","HEROIN HYDROCHLORIDE","1278","Heroin","9","Heroin","NV","Nevada","32"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA2 (JUL - DEC)","1","2023-06-06 13:44:32","2467","OXYCODONE, SALT UNDETERMINED","1247","Oxycodone","11","Narcotic Analgesics","OR","Oregon","41"
"Local/Municipal,State,Federal,Private","DrugReport  ","2002","SA2 (JUL - DEC)","1","2023-06-06 13:44:32","1507","FENTANYL, OTHER","1504","Fentanyl","33","Fentanyl and Fentanyl-related","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2002","SA2 (JUL - DEC)","1","2023-06-06 13:44:32","1282","HEROIN, SALT UNDETERMINED","1278","Heroin","9","Heroin","PR","Puerto Rico","72"
"Local/Municipal,State,Federal,Private","DrugReport  ","2007","SA2 (JUL - DEC)","1","2023-06-06 13:44:32","2408","FENTANYL SALT UNDETERMINED","1504","Fentanyl","33","Fentanyl and Fentanyl-related","KY","Kentucky","21"
"Local/Municipal,State,Federal,Private","DrugReport  ","2002","SA2 (JUL - DEC)","1","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA1 (JAN - JUN)","1","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","NV","Nevada","32"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","1","2023-06-06 13:44:32","2467","OXYCODONE, SALT UNDETERMINED","1247","Oxycodone","11","Narcotic Analgesics","NH","New Hampshire","33"
"Local/Municipal,State,Federal,Private","DrugReport  ","2008","SA2 (JUL - DEC)","1","2023-06-06 13:44:32","1279","HEROIN HYDROCHLORIDE","1278","Heroin","9","Heroin","NH","New Hampshire","33"
"Local/Municipal,State,Federal,Private","DrugReport  ","2002","SA1 (JAN - JUN)","1","2023-06-06 13:44:32","1248","OXYCODONE HYDROCHLORIDE","1247","Oxycodone","11","Narcotic Analgesics","ME","Maine","23"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA1 (JAN - JUN)","1","2023-06-06 13:44:32","4273","HEROIN BASE","1278","Heroin","9","Heroin","NY","New York","36"
"Local/Municipal,State,Federal,Private","DrugReport  ","2005","SA2 (JUL - DEC)","1","2023-06-06 13:44:32","1507","FENTANYL, OTHER","1504","Fentanyl","33","Fentanyl and Fentanyl-related","MI","Michigan","26"
"Local/Municipal,State,Federal,Private","DrugReport  ","2006","SA1 (JAN - JUN)","1","2023-06-06 13:44:32","1248","OXYCODONE HYDROCHLORIDE","1247","Oxycodone","11","Narcotic Analgesics","WA","Washington","53"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA2 (JUL - DEC)","1","2023-06-06 13:44:32","1248","OXYCODONE HYDROCHLORIDE","1247","Oxycodone","11","Narcotic Analgesics","SD","South Dakota","46"
"Local/Municipal,State,Federal,Private","DrugReport  ","2002","SA1 (JAN - JUN)","1","2023-06-06 13:44:32","1279","HEROIN HYDROCHLORIDE","1278","Heroin","9","Heroin","ID","Idaho","16"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA2 (JUL - DEC)","460","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","WV","West Virginia","54"
"Local/Municipal,State,Federal,Private","DrugReport  ","2010","SA1 (JAN - JUN)","1894","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","TN","Tennessee","47"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA2 (JUL - DEC)","7848","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","PA","Pennsylvania","42"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","3161","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","4194","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2004","SA1 (JAN - JUN)","1226","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","NJ","New Jersey","34"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","3780","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","MA","Massachusetts","25"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA2 (JUL - DEC)","3134","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","MA","Massachusetts","25"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA1 (JAN - JUN)","1873","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","KY","Kentucky","21"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA2 (JUL - DEC)","1759","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","PA","Pennsylvania","42"
"Local/Municipal,State,Federal,Private","DrugReport  ","2005","SA2 (JUL - DEC)","896","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA2 (JUL - DEC)","8019","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","AZ","Arizona","04"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","3511","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","2005","SA2 (JUL - DEC)","4443","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2002","SA1 (JAN - JUN)","5982","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA2 (JUL - DEC)","973","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","NH","New Hampshire","33"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA2 (JUL - DEC)","4933","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","NJ","New Jersey","34"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA1 (JAN - JUN)","4051","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MA","Massachusetts","25"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA1 (JAN - JUN)","525","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","OK","Oklahoma","40"
"Local/Municipal,State,Federal,Private","DrugReport  ","2010","SA2 (JUL - DEC)","4014","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","10999","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","OH","Ohio","39"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA2 (JUL - DEC)","523","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","WI","Wisconsin","55"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","2522","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","MA","Massachusetts","25"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA1 (JAN - JUN)","767","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","NM","New Mexico","35"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA2 (JUL - DEC)","487","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","VT","Vermont","50"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","1435","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","LA","Louisiana","22"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA1 (JAN - JUN)","164","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","WI","Wisconsin","55"
"Local/Municipal,State,Federal,Private","DrugReport  ","2010","SA2 (JUL - DEC)","1844","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","MA","Massachusetts","25"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","1612","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","IL","Illinois","17"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA1 (JAN - JUN)","9089","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","OH","Ohio","39"
"Local/Municipal,State,Federal,Private","DrugReport  ","2009","SA1 (JAN - JUN)","2333","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MA","Massachusetts","25"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA2 (JUL - DEC)","17","2023-06-06 13:44:32","1282","HEROIN, SALT UNDETERMINED","1278","Heroin","9","Heroin","VT","Vermont","50"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA2 (JUL - DEC)","191","2023-06-06 13:44:32","1279","HEROIN HYDROCHLORIDE","1278","Heroin","9","Heroin","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA2 (JUL - DEC)","6836","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","NJ","New Jersey","34"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","255","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","AL","Alabama","01"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA2 (JUL - DEC)","2082","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","OH","Ohio","39"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA1 (JAN - JUN)","64","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","GA","Georgia","13"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA2 (JUL - DEC)","893","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","GA","Georgia","13"
"Local/Municipal,State,Federal,Private","DrugReport  ","2000","SA1 (JAN - JUN)","168","2023-06-06 13:44:32","1279","HEROIN HYDROCHLORIDE","1278","Heroin","9","Heroin","NJ","New Jersey","34"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","2181","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","TN","Tennessee","47"
"Local/Municipal,State,Federal,Private","DrugReport  ","2011","SA2 (JUL - DEC)","6336","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","IL","Illinois","17"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","1122","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","LA","Louisiana","22"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","81","2023-06-06 13:44:32","1282","HEROIN, SALT UNDETERMINED","1278","Heroin","9","Heroin","IL","Illinois","17"
"Local/Municipal,State,Federal,Private","DrugReport  ","2002","SA1 (JAN - JUN)","34","2023-06-06 13:44:32","1279","HEROIN HYDROCHLORIDE","1278","Heroin","9","Heroin","AZ","Arizona","04"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA2 (JUL - DEC)","40","2023-06-06 13:44:32","1279","HEROIN HYDROCHLORIDE","1278","Heroin","9","Heroin","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","3475","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","2345","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","MO","Missouri","29"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA1 (JAN - JUN)","1480","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","NC","North Carolina","37"
"Local/Municipal,State,Federal,Private","DrugReport  ","2002","SA1 (JAN - JUN)","1904","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","PA","Pennsylvania","42"
"Local/Municipal,State,Federal,Private","DrugReport  ","2009","SA2 (JUL - DEC)","595","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA2 (JUL - DEC)","1668","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","318","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","IA","Iowa","19"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA2 (JUL - DEC)","3689","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MA","Massachusetts","25"
"Local/Municipal,State,Federal,Private","DrugReport  ","2008","SA1 (JAN - JUN)","4789","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","PA","Pennsylvania","42"
"Local/Municipal,State,Federal,Private","DrugReport  ","2006","SA1 (JAN - JUN)","831","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","NY","New York","36"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA1 (JAN - JUN)","1747","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","TX","Texas","48"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA2 (JUL - DEC)","4665","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MA","Massachusetts","25"
"Local/Municipal,State,Federal,Private","DrugReport  ","2004","SA2 (JUL - DEC)","984","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","KY","Kentucky","21"
"Local/Municipal,State,Federal,Private","DrugReport  ","2003","SA1 (JAN - JUN)","939","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA2 (JUL - DEC)","671","2023-06-06 13:44:32","2408","FENTANYL SALT UNDETERMINED","1504","Fentanyl","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA1 (JAN - JUN)","3009","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","AZ","Arizona","04"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA2 (JUL - DEC)","61","2023-06-06 13:44:32","2408","FENTANYL SALT UNDETERMINED","1504","Fentanyl","33","Fentanyl and Fentanyl-related","DC","District of Columbia","11"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA1 (JAN - JUN)","29","2023-06-06 13:44:32","2467","OXYCODONE, SALT UNDETERMINED","1247","Oxycodone","11","Narcotic Analgesics","PA","Pennsylvania","42"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA1 (JAN - JUN)","1416","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","KY","Kentucky","21"
"Local/Municipal,State,Federal,Private","DrugReport  ","2003","SA2 (JUL - DEC)","692","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MI","Michigan","26"
"Local/Municipal,State,Federal,Private","DrugReport  ","2009","SA1 (JAN - JUN)","1442","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","NY","New York","36"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA1 (JAN - JUN)","5160","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","IL","Illinois","17"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA1 (JAN - JUN)","622","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","GA","Georgia","13"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","3480","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA2 (JUL - DEC)","388","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","IN","Indiana","18"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA2 (JUL - DEC)","52","2023-06-06 13:44:32","1282","HEROIN, SALT UNDETERMINED","1278","Heroin","9","Heroin","OH","Ohio","39"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA2 (JUL - DEC)","801","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","WI","Wisconsin","55"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","208","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","UT","Utah","49"
"Local/Municipal,State,Federal,Private","DrugReport  ","2003","SA2 (JUL - DEC)","5588","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2002","SA1 (JAN - JUN)","451","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","TX","Texas","48"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA2 (JUL - DEC)","67","2023-06-06 13:44:32","1282","HEROIN, SALT UNDETERMINED","1278","Heroin","9","Heroin","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","471","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","TN","Tennessee","47"
"Local/Municipal,State,Federal,Private","DrugReport  ","2006","SA2 (JUL - DEC)","827","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","2002","SA1 (JAN - JUN)","541","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2008","SA1 (JAN - JUN)","51","2023-06-06 13:44:32","1279","HEROIN HYDROCHLORIDE","1278","Heroin","9","Heroin","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","2009","SA1 (JAN - JUN)","988","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","2009","SA1 (JAN - JUN)","1154","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MO","Missouri","29"
"Local/Municipal,State,Federal,Private","DrugReport  ","2009","SA2 (JUL - DEC)","697","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","WA","Washington","53"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA2 (JUL - DEC)","1704","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MI","Michigan","26"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","3037","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","PA","Pennsylvania","42"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA1 (JAN - JUN)","1451","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","OR","Oregon","41"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA1 (JAN - JUN)","320","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","NV","Nevada","32"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","1405","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","IN","Indiana","18"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA2 (JUL - DEC)","302","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","NY","New York","36"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA2 (JUL - DEC)","145","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","IA","Iowa","19"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA2 (JUL - DEC)","6151","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","978","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","NH","New Hampshire","33"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","360","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","IA","Iowa","19"
"Local/Municipal,State,Federal,Private","DrugReport  ","2006","SA1 (JAN - JUN)","187","2023-06-06 13:44:32","1279","HEROIN HYDROCHLORIDE","1278","Heroin","9","Heroin","DC","District of Columbia","11"
"Local/Municipal,State,Federal,Private","DrugReport  ","2011","SA1 (JAN - JUN)","1310","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA2 (JUL - DEC)","679","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA1 (JAN - JUN)","2235","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","IL","Illinois","17"
"Local/Municipal,State,Federal,Private","DrugReport  ","1999","SA1 (JAN - JUN)","701","2023-06-06 13:44:32","1279","HEROIN HYDROCHLORIDE","1278","Heroin","9","Heroin","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","315","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","GA","Georgia","13"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA1 (JAN - JUN)","2046","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","OH","Ohio","39"
"Local/Municipal,State,Federal,Private","DrugReport  ","2010","SA2 (JUL - DEC)","3722","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","NJ","New Jersey","34"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","411","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA2 (JUL - DEC)","1348","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MO","Missouri","29"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","906","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA2 (JUL - DEC)","238","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","MS","Mississippi","28"
"Local/Municipal,State,Federal,Private","DrugReport  ","2002","SA2 (JUL - DEC)","198","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","PA","Pennsylvania","42"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA2 (JUL - DEC)","1039","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","NC","North Carolina","37"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA2 (JUL - DEC)","449","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","WV","West Virginia","54"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA2 (JUL - DEC)","5073","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA1 (JAN - JUN)","1124","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","TN","Tennessee","47"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA1 (JAN - JUN)","85","2023-06-06 13:44:32","2408","FENTANYL SALT UNDETERMINED","1504","Fentanyl","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA1 (JAN - JUN)","5620","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","PA","Pennsylvania","42"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA1 (JAN - JUN)","3102","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA2 (JUL - DEC)","1885","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","KY","Kentucky","21"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA2 (JUL - DEC)","5997","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","OH","Ohio","39"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA1 (JAN - JUN)","151","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","NY","New York","36"
"Local/Municipal,State,Federal,Private","DrugReport  ","2008","SA1 (JAN - JUN)","1097","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","1999","SA2 (JUL - DEC)","598","2023-06-06 13:44:32","1279","HEROIN HYDROCHLORIDE","1278","Heroin","9","Heroin","NY","New York","36"
